input_text,target_text,perturb_type,noise_std
"Below is a description of a bulk material. The chemical formula is Cr2Se3. The spacegroup number is 148. The formation energy per atom is -0.8104. The band gap is 0.0. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
6.9 6.9 6.9
60 60 60
Cr
0.05 0.99 0.98
Cr
0.51 0.51 0.48
Cr
0.68 0.65 0.71
Cr
0.34 0.37 0.33
Se
0.75 0.16 0.41
Se
0.42 0.73 0.05
Se
0.09 0.48 0.72
Se
0.24 0.86 0.60
Se
0.55 0.23 0.87
Se
0.88 0.58 0.32","6.9 6.9 6.9
54 54 54
Cr
0.00 0.00 0.00
Cr
0.50 0.50 0.50
Cr
0.68 0.68 0.68
Cr
0.32 0.32 0.32
Se
0.74 0.10 0.40
Se
0.40 0.74 0.10
Se
0.10 0.40 0.74
Se
0.26 0.90 0.60
Se
0.60 0.26 0.90
Se
0.90 0.60 0.26",continuous,0.03
"Below is a description of a bulk material. The chemical formula is DyTaRu2. The spacegroup number is 225. The formation energy per atom is -0.3622. The band gap is 0.0. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.6 4.6 4.6
60 60 60
Dy
0.98 0.96 0.99
Ta
0.51 0.48 0.49
Ru
0.75 0.74 0.76
Rh
0.25 0.24 0.26","4.6 4.6 4.6
60 60 60
Dy
0.00 0.00 0.00
Ta
0.50 0.50 0.50
Ru
0.75 0.75 0.75
Ru
0.25 0.25 0.25",composition,0.015
"Below is a description of a bulk material. The chemical formula is DyTaRu2. The spacegroup number is 225. The formation energy per atom is -0.3622. The band gap is 0.0. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.6 4.6 4.6
60 60 60
Dy
0.02 1.00 0.99
Ta
0.49 0.52 0.51
Ru
0.74 0.75 0.77
Rh
0.26 0.24 0.25","4.6 4.6 4.6
60 60 60
Dy
0.00 0.00 0.00
Ta
0.50 0.50 0.50
Ru
0.75 0.75 0.75
Ru
0.25 0.25 0.25",composition,0.01
"Below is a description of a bulk material. The chemical formula is DyTaRu2. The spacegroup number is 225. The formation energy per atom is -0.3622. The band gap is 0.0. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.6 4.6 4.6
60 60 60
Dy
1.00 0.01 1.00
Ta
0.51 0.50 0.49
Ru
0.76 0.75 0.75
Pd
0.25 0.25 0.25","4.6 4.6 4.6
60 60 60
Dy
0.00 0.00 0.00
Ta
0.50 0.50 0.50
Ru
0.75 0.75 0.75
Ru
0.25 0.25 0.25",composition,0.005
"Below is a description of a bulk material. The chemical formula is HfBeSi. The spacegroup number is 194. The formation energy per atom is -0.6309. The band gap is 0.0. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
3.7 3.7 7.1
90 90 120
Ti
0.99 0.00 0.01
Hf
0.00 1.00 0.50
Be
0.34 0.66 0.26
Be
0.68 0.35 0.75
Si
0.34 0.66 0.75
Si
0.66 0.33 0.24","3.7 3.7 7.1
90 90 120
Hf
0.00 0.00 0.00
Hf
0.00 0.00 0.50
Be
0.33 0.67 0.25
Be
0.67 0.33 0.75
Si
0.33 0.67 0.75
Si
0.67 0.33 0.25",composition,0.005
"Below is a description of a bulk material. The chemical formula is HfBeSi. The spacegroup number is 194. The formation energy per atom is -0.6309. The band gap is 0.0. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
3.7 3.7 7.1
90 90 120
Hf
0.02 0.99 1.00
Hf
1.00 0.99 0.50
Be
0.35 0.67 0.25
Be
0.67 0.33 0.74
Si
0.33 0.66 0.74
Si
0.67 0.34 0.25","3.7 3.7 7.1
90 90 120
Hf
0.00 0.00 0.00
Hf
0.00 0.00 0.50
Be
0.33 0.67 0.25
Be
0.67 0.33 0.75
Si
0.33 0.67 0.75
Si
0.67 0.33 0.25",continuous,0.01
"Below is a description of a bulk material. The chemical formula is HfBeSi. The spacegroup number is 194. The formation energy per atom is -0.6309. The band gap is 0.0. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
3.7 3.7 7.1
90 90 120
Hf
0.99 0.01 0.99
Hf
1.00 0.01 0.51
Be
0.32 0.66 0.25
Be
0.67 0.34 0.74
Si
0.33 0.66 0.74
Si
0.67 0.31 0.26","3.7 3.7 7.1
90 90 120
Hf
0.00 0.00 0.00
Hf
0.00 0.00 0.50
Be
0.33 0.67 0.25
Be
0.67 0.33 0.75
Si
0.33 0.67 0.75
Si
0.67 0.33 0.25",continuous,0.01
"Below is a description of a bulk material. The chemical formula is ErGaNi. The spacegroup number is 12. The formation energy per atom is -0.6146. The band gap is 0.0. The energy above the convex hull is 0.0392. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.2 5.3 5.7
93 112 67
Er
0.74 0.70 0.17
Er
0.25 0.29 0.82
Ga
0.57 0.26 0.41
Ga
0.43 0.73 0.60
Ni
0.05 0.11 0.21
Ni
0.96 0.89 0.80","4.2 5.3 5.7
93 112 67
Er
0.74 0.70 0.19
Er
0.26 0.30 0.81
Ga
0.57 0.25 0.40
Ga
0.43 0.75 0.60
Ni
0.05 0.11 0.21
Ni
0.95 0.89 0.79",continuous,0.01
"Below is a description of a bulk material. The chemical formula is ErGaNi. The spacegroup number is 12. The formation energy per atom is -0.6146. The band gap is 0.0. The energy above the convex hull is 0.0392. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.2 5.3 5.7
93 112 67
Er
0.76 0.70 0.20
Er
0.27 0.33 0.83
Ga
0.59 0.26 0.38
Ga
0.41 0.73 0.62
Ni
0.07 0.12 0.20
Ni
0.95 0.87 0.78","4.2 5.3 5.7
93 112 67
Er
0.74 0.70 0.19
Er
0.26 0.30 0.81
Ga
0.57 0.25 0.40
Ga
0.43 0.75 0.60
Ni
0.05 0.11 0.21
Ni
0.95 0.89 0.79",continuous,0.01
"Below is a description of a bulk material. The chemical formula is ErGaNi. The spacegroup number is 12. The formation energy per atom is -0.6146. The band gap is 0.0. The energy above the convex hull is 0.0392. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.2 5.3 5.7
93 112 67
Er
0.74 0.70 0.19
Dy
0.26 0.31 0.81
Ga
0.57 0.25 0.38
Ga
0.42 0.76 0.62
Fe
0.06 0.11 0.20
Ni
0.97 0.88 0.79","4.2 5.3 5.7
93 112 67
Er
0.74 0.70 0.19
Er
0.26 0.30 0.81
Ga
0.57 0.25 0.40
Ga
0.43 0.75 0.60
Ni
0.05 0.11 0.21
Ni
0.95 0.89 0.79",composition,0.01
"Below is a description of a bulk material. The chemical formula is MgH2. The spacegroup number is 205. The formation energy per atom is -0.2633. The band gap is 2.9992. The energy above the convex hull is 0.0311. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.8 4.8 4.8
90 90 90
Mg
0.49 0.51 0.98
Mg
0.54 0.01 0.51
Mg
0.00 0.50 0.49
Mg
0.03 0.99 1.00
H
0.16 0.83 0.36
H
0.82 0.34 0.17
H
0.37 0.19 0.90
H
0.68 0.69 0.66
H
0.84 0.15 0.67
H
0.16 0.65 0.87
H
0.70 0.87 0.15
H
0.34 0.36 0.33","4.8 4.8 4.8
90 90 90
Mg
0.50 0.50 0.00
Mg
0.50 0.00 0.50
Mg
0.00 0.50 0.50
Mg
0.00 0.00 0.00
H
0.15 0.85 0.35
H
0.85 0.35 0.15
H
0.35 0.15 0.85
H
0.65 0.65 0.65
H
0.85 0.15 0.65
H
0.15 0.65 0.85
H
0.65 0.85 0.15
H
0.35 0.35 0.35",continuous,0.02
"Below is a description of a bulk material. The chemical formula is MgH2. The spacegroup number is 205. The formation energy per atom is -0.2633. The band gap is 2.9992. The energy above the convex hull is 0.0311. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.8 4.8 4.8
90 90 90
Mg
0.50 0.49 1.00
Mg
0.50 1.00 0.51
Mg
1.00 0.50 0.49
Mg
1.00 0.01 0.01
H
0.15 0.85 0.35
H
0.85 0.35 0.16
H
0.35 0.16 0.84
H
0.65 0.64 0.66
H
0.85 0.14 0.65
H
0.16 0.66 0.85
H
0.66 0.85 0.15
H
0.34 0.35 0.35","4.8 4.8 4.8
90 90 90
Mg
0.50 0.50 0.00
Mg
0.50 0.00 0.50
Mg
0.00 0.50 0.50
Mg
0.00 0.00 0.00
H
0.15 0.85 0.35
H
0.85 0.35 0.15
H
0.35 0.15 0.85
H
0.65 0.65 0.65
H
0.85 0.15 0.65
H
0.15 0.65 0.85
H
0.65 0.85 0.15
H
0.35 0.35 0.35",continuous,0.005
"Below is a description of a bulk material. The chemical formula is MgH2. The spacegroup number is 205. The formation energy per atom is -0.2633. The band gap is 2.9992. The energy above the convex hull is 0.0311. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.8 4.8 4.8
90 90 90
Mg
0.49 0.51 0.99
Mg
0.51 0.01 0.48
Mg
0.00 0.49 0.49
Mg
0.99 0.98 0.02
He
0.13 0.84 0.36
H
0.87 0.34 0.14
H
0.37 0.17 0.85
H
0.65 0.65 0.63
H
0.87 0.14 0.65
H
0.16 0.67 0.86
H
0.64 0.84 0.15
H
0.35 0.35 0.35","4.8 4.8 4.8
90 90 90
Mg
0.50 0.50 0.00
Mg
0.50 0.00 0.50
Mg
0.00 0.50 0.50
Mg
0.00 0.00 0.00
H
0.15 0.85 0.35
H
0.85 0.35 0.15
H
0.35 0.15 0.85
H
0.65 0.65 0.65
H
0.85 0.15 0.65
H
0.15 0.65 0.85
H
0.65 0.85 0.15
H
0.35 0.35 0.35",composition,0.015
"Below is a description of a bulk material. The chemical formula is Sm2MgCd. The spacegroup number is 225. The formation energy per atom is -0.2042. The band gap is 0.0. The energy above the convex hull is 0.0053. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
5.4 5.4 5.4
60 60 60
Sm
0.24 0.23 0.26
Sm
0.75 0.75 0.76
Mg
0.01 1.00 0.99
Cd
0.49 0.49 0.49","5.4 5.4 5.4
60 60 60
Sm
0.25 0.25 0.25
Sm
0.75 0.75 0.75
Mg
0.00 0.00 0.00
Cd
0.50 0.50 0.50",continuous,0.015
